# x, y
1.000000000000000000e+00 1.000000000000000000e+00 -3.871858276210943381e-16
5.000000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
5.000000000000000000e-01 1.000000000000000000e+00 4.428889699426008519e-09
1.000000000000000000e+00 5.000000000000000000e-01 4.428889699426008519e-09
0.000000000000000000e+00 5.000000000000000000e-01 -0.000000000000000000e+00
2.500000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
7.500000000000000000e-01 1.000000000000000000e+00 3.131697789982013092e-09
1.000000000000000000e+00 2.500000000000000000e-01 3.131697789982013092e-09
0.000000000000000000e+00 7.500000000000000000e-01 -0.000000000000000000e+00
7.500000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
2.500000000000000000e-01 1.000000000000000000e+00 3.131697789982013092e-09
1.000000000000000000e+00 7.500000000000000000e-01 3.131697789982013092e-09
0.000000000000000000e+00 2.500000000000000000e-01 -0.000000000000000000e+00
1.250000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
8.750000000000000000e-01 1.000000000000000000e+00 1.694862028500665474e-09
1.000000000000000000e+00 1.250000000000000000e-01 1.694862805656782712e-09
0.000000000000000000e+00 8.750000000000000000e-01 -0.000000000000000000e+00
6.250000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
3.750000000000000000e-01 1.000000000000000000e+00 4.091760263946753184e-09
1.000000000000000000e+00 6.250000000000000000e-01 4.091760263946753184e-09
0.000000000000000000e+00 3.750000000000000000e-01 -0.000000000000000000e+00
3.750000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
6.250000000000000000e-01 1.000000000000000000e+00 4.091760263946753184e-09
1.000000000000000000e+00 3.750000000000000000e-01 4.091760263946753184e-09
0.000000000000000000e+00 6.250000000000000000e-01 -0.000000000000000000e+00
8.750000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
1.250000000000000000e-01 1.000000000000000000e+00 1.694862694634480249e-09
1.000000000000000000e+00 8.750000000000000000e-01 1.694862028500665474e-09
0.000000000000000000e+00 1.250000000000000000e-01 -0.000000000000000000e+00
6.250000000000000000e-02 0.000000000000000000e+00 -0.000000000000000000e+00
9.375000000000000000e-01 1.000000000000000000e+00 8.640334558940310217e-10
1.000000000000000000e+00 6.250000000000000000e-02 8.640335114051822529e-10
0.000000000000000000e+00 9.375000000000000000e-01 -0.000000000000000000e+00
5.625000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
4.375000000000000000e-01 1.000000000000000000e+00 4.343789772320860720e-09
1.000000000000000000e+00 5.625000000000000000e-01 4.343789772320860720e-09
0.000000000000000000e+00 4.375000000000000000e-01 -0.000000000000000000e+00
3.125000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
6.875000000000000000e-01 1.000000000000000000e+00 3.682486982015120702e-09
1.000000000000000000e+00 3.125000000000000000e-01 3.682487426104330552e-09
0.000000000000000000e+00 6.875000000000000000e-01 -0.000000000000000000e+00
8.125000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
1.875000000000000000e-01 1.000000000000000000e+00 2.460559311856513887e-09
1.000000000000000000e+00 8.125000000000000000e-01 2.460559089811908962e-09
